transliterated,reference,distance,features,address
hutāštahe,hutāštahe,0,[],"[{'id': 'Y1.6c', 'index': 12}]"
huraōδahe,huraōδahe,0,[],"[{'id': 'Y1.6c', 'index': 13}, {'id': 'Y1.6c', 'index': 14}]"
vərəϑraγnaheca,vərəϑraγnaheca,0,[],"[{'id': 'Y1.6c', 'index': 15}]"
ahuraδātahe,ahuraδātahe,0,[],"[{'id': 'Y1.6c', 'index': 16}]"
vanaiṇtiiā̊sca,vanaiṇtiiā̊sca,0,[],"[{'id': 'Y1.6c', 'index': 17}, {'id': 'Y1.6c', 'index': 18}]"
uparatātō,uparatātō,0,[],"[{'id': 'Y1.6c', 'index': 19}]"
ušahināi,ušahināi,0,[],"[{'id': 'Y1.6c', 'index': 20}, {'id': 'Y1.7a', 'index': 0}, {'id': 'Y1.7a', 'index': 1}]"
aṣ̌aōne,aṣ̌aōne,0,[],"[{'id': 'Y1.7a', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y1.7a', 'index': 3}]"
raϑβe,raϑβe,0,[],"[{'id': 'Y1.7a', 'index': 4}]"
bərəjiiāi,bərəjiiāi,0,[],"[{'id': 'Y1.7a', 'index': 5}, {'id': 'Y1.7b', 'index': 0}]"
nmāńiiāica,nmāńiiāica,0,[],"[{'id': 'Y1.7b', 'index': 1}]"
aṣ̌aōne,aṣ̌aōne,0,[],"[{'id': 'Y1.7b', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y1.7b', 'index': 3}, {'id': 'Y1.7b', 'index': 4}]"
raϑβe,raϑβe,0,[],"[{'id': 'Y1.7b', 'index': 5}]"
sraōšahe,sraōšahe,0,[],"[{'id': 'Y1.7b', 'index': 6}, {'id': 'Y1.7c', 'index': 0}]"
aṣ̌iiehe,aṣ̌iiehe,0,[],"[{'id': 'Y1.7c', 'index': 1}]"
aṣ̌iuuatō,aṣ̌iuuatō,0,[],"[{'id': 'Y1.7c', 'index': 2}]"
vərəϑrājanō,vərəϑrājanō,0,[],"[{'id': 'Y1.7c', 'index': 3}]"
frādat̰gaēϑahe,frādat̰gaēϑahe,0,[],"[{'id': 'Y1.7c', 'index': 4}, {'id': 'Y1.7c', 'index': 5}]"
rašnōiš,rašnaōš,2,"[{'type': 'replace', 'from': 'ōi', 'to': 'aō', 'str': 'aō for ōi', 'is_documented': True, 'description': ""This feature represents a confusion within a broader group of spellings including aō, ōi, aōi, and ō. This confusion arises because all these forms were likely pronounced as ō or ū. While ōi for aō 'does not usually occur' as a general rule in Iranian manuscripts, it can be found in specific contexts, such as the genitive singular forms of u-stems (e.g., rašnaōš vs. rašnōiš), where there might be influence from i-stems. In Indian manuscripts, this type of confusion, including ō for ōi and ōi for ō, is frequently observed""}]","[{'id': 'Y1.7c', 'index': 6}]"
razištahe,razištahe,0,[],"[{'id': 'Y1.7c', 'index': 7}]"
arəštātasca,arštātasca,1,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y1.7c', 'index': 8}, {'id': 'Y1.7c', 'index': 9}]"
frādat̰gaēϑaiiā̊,frādat̰gaēϑaiiā̊,0,[],"[{'id': 'Y1.7c', 'index': 10}]"
varədat̰gaēϑaiiā̊,varədat̰gaēϑaiiā̊,0,[],"[{'id': 'Y1.7c', 'index': 11}, {'id': 'Y1.7c', 'index': 12}]"
māhiiaēibiiō,māhiiaēibiiō,0,[],"[{'id': 'Y1.7c', 'index': 13}, {'id': 'Y1.8a', 'index': 0}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y1.8a', 'index': 1}, {'id': 'Y1.8a', 'index': 2}]"
ratubiiō,ratubiiō,0,[],"[{'id': 'Y1.8a', 'index': 3}]"
aṇtarəmā̊ŋhāi,aṇtarəmā̊ŋhāi,0,[],"[{'id': 'Y1.8a', 'index': 4}]"
aṣ̌aōne,aṣ̌aōne,0,[],"[{'id': 'Y1.8a', 'index': 5}, {'id': 'Y1.8a', 'index': 6}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y1.8a', 'index': 7}]"
raϑβe,raϑβe,0,[],"[{'id': 'Y1.8a', 'index': 8}]"
pərənōmā̊ŋhāi,pərənōmā̊ŋhāi,0,[],"[{'id': 'Y1.8a', 'index': 9}, {'id': 'Y1.8b', 'index': 0}, {'id': 'Y1.8b', 'index': 1}]"
vīšaptaϑāica,vīšaptaϑāica,0,[],"[{'id': 'Y1.8b', 'index': 2}]"
aṣ̌aōne,aṣ̌aōne,0,[],"[{'id': 'Y1.8b', 'index': 3}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y1.8b', 'index': 4}, {'id': 'Y1.8b', 'index': 5}]"
raϑβe,raϑβe,0,[],"[{'id': 'Y1.8b', 'index': 6}]"
yāiriiaēibiiō,yāiriiaēibiiō,0,[],"[{'id': 'Y1.8b', 'index': 7}, {'id': 'Y1.9a', 'index': 0}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y1.9a', 'index': 1}, {'id': 'Y1.9a', 'index': 2}]"
ratubiiō,ratubiiō,0,[],"[{'id': 'Y1.9a', 'index': 3}]"
maiδiiōizarəmaiiāi,maiδiiōizarəmaiiāi,0,[],"[{'id': 'Y1.9a', 'index': 4}]"
aṣ̌aōne,aṣ̌aōne,0,[],"[{'id': 'Y1.9a', 'index': 5}, {'id': 'Y1.9a', 'index': 6}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y1.9a', 'index': 7}]"
raϑβe,raϑβe,0,[],"[{'id': 'Y1.9a', 'index': 8}]"
maiδiiaōišmāi,maiδiiōišəmāi,1,"[{'type': 'replace', 'from': 'aō', 'to': 'ōi', 'str': 'ōi for aō', 'is_documented': True, 'description': 'aō for ō are also frequent in Iranian manuscripts, especially during the Zand period'}, {'type': 'insert', 'to': 'i', 'str': 'i inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}, {'type': 'delete', 'from': 'ə', 'str': 'ə deleted', 'is_documented': True, 'description': 'Vowel syncope: loss of short ə, especially before semivowels.'}]","[{'id': 'Y1.9a', 'index': 9}, {'id': 'Y1.9b', 'index': 0}]"
aṣ̌aōne,aṣ̌aōne,0,[],"[{'id': 'Y1.9b', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y1.9b', 'index': 3}]"
raϑβe,raϑβe,0,[],"[{'id': 'Y1.9b', 'index': 4}]"
paitišahiiāi,paitišhahiiāi,1,"[{'type': 'delete', 'from': 'h', 'str': 'h deleted', 'is_documented': True, 'description': 'The loss of aspiration (h) is a significant orthographic and phonological feature influenced by modern recitation practices. In Indian manuscripts, this loss is widespread and can occur in various positions within a word. It is attributed to the influence of Gujarati, where h is often pronounced softly or omitted, particularly in medial position'}]","[{'id': 'Y1.9b', 'index': 5}, {'id': 'Y1.9c', 'index': 0}]"
aṣ̌aōne,aṣ̌aōne,0,[],"[{'id': 'Y1.9c', 'index': 1}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y1.9c', 'index': 2}]"
raϑβe,raϑβe,0,[],"[{'id': 'Y1.9c', 'index': 3}]"
aiiāϑrəmāi,aiiāϑrimāi,1,"[{'type': 'replace', 'from': 'ə', 'to': 'i', 'str': 'i for ə', 'is_documented': True, 'description': 'ə used for i, especially in Iranian manuscripts.'}]","[{'id': 'Y1.9c', 'index': 4}, {'id': 'Y1.9d', 'index': 0}]"
fraōuruuaēštrəmāi,fraōuruuaēštrimāi,1,"[{'type': 'replace', 'from': 'ə', 'to': 'i', 'str': 'i for ə', 'is_documented': True, 'description': 'ə used for i, especially in Iranian manuscripts.'}]","[{'id': 'Y1.9d', 'index': 1}, {'id': 'Y1.9d', 'index': 2}]"
varəšneharəštaheca,varšniharštāica,2,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}, {'type': 'replace', 'from': 'e', 'to': 'i', 'str': 'i for e', 'is_documented': True, 'description': 'common confusions among short palatal vowels (ə, e, i)'}, {'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}, {'type': 'replace', 'from': 'a', 'to': 'āi', 'str': 'āi for a', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'h', 'str': 'h inserted', 'is_documented': True, 'description': ""The inverse of the loss of 'h' (i.e., 'h' being inserted) occurs, leading to 'misunderstandings'""}, {'type': 'insert', 'to': 'e', 'str': 'e inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y1.9d', 'index': 3}]"
aṣ̌aōne,aṣ̌aōne,0,[],"[{'id': 'Y1.9d', 'index': 5}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y1.9d', 'index': 6}]"
raϑβe,raϑβe,0,[],"[{'id': 'Y1.9d', 'index': 7}]"
maiδiiāiriiāi,maiδiiāiriiāi,0,[],"[{'id': 'Y1.9d', 'index': 8}, {'id': 'Y1.9e', 'index': 0}, {'id': 'Y1.9e', 'index': 1}]"
aṣ̌aōne,aṣ̌aōne,0,[],"[{'id': 'Y1.9e', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y1.9e', 'index': 3}]"
raϑβe,raϑβe,0,[],"[{'id': 'Y1.9e', 'index': 4}]"
hamaspaϑmaēdiiāi,hamaspaϑmaēdaiiāi,1,"[{'type': 'replace', 'from': 'ii', 'to': 'ai', 'str': 'ai for ii', 'is_documented': False, 'description': None}, {'type': 'delete', 'from': 'i', 'str': 'i deleted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y1.9e', 'index': 5}, {'id': 'Y1.9f', 'index': 0}, {'id': 'Y1.9f', 'index': 1}]"
aṣ̌aōne,aṣ̌aōne,0,[],"[{'id': 'Y1.9f', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y1.9f', 'index': 3}]"
raϑβe,raϑβe,0,[],"[{'id': 'Y1.9f', 'index': 4}]"
sarəδaēibiiō,sarəδaēibiiō,0,[],"[{'id': 'Y1.9f', 'index': 5}, {'id': 'Y1.9g', 'index': 0}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y1.9g', 'index': 1}]"
ratubiiō,ratubiiō,0,[],"[{'id': 'Y1.9g', 'index': 2}]"
vīspaēibiiō,vīspaēibiiō,0,[],"[{'id': 'Y1.9g', 'index': 3}, {'id': 'Y1.10a', 'index': 0}]"
aēibiiō,aēibiiō,0,[],"[{'id': 'Y1.10a', 'index': 1}]"
aēibiiō,aēibiiō,0,[],"[{'id': 'Y1.10a', 'index': 2}]"
ratubiiō,ratubiiō,0,[],"[{'id': 'Y1.10a', 'index': 3}]"
yōi,yōi,0,[],"[{'id': 'Y1.10a', 'index': 4}]"
həṇti,həṇti,0,[],"[{'id': 'Y1.10a', 'index': 5}, {'id': 'Y1.10a', 'index': 6}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y1.10a', 'index': 7}]"
ratauuō,ratauuō,0,[],"[{'id': 'Y1.10a', 'index': 8}]"
ϑraiiasca,ϑraiiasca,0,[],"[{'id': 'Y1.10a', 'index': 9}]"
ϑrisąsca,ϑrisąsca,0,[],"[{'id': 'Y1.10a', 'index': 10}]"
nazdišta,nazdišta,0,[],"[{'id': 'Y1.10a', 'index': 11}]"
pairišhāuuanaiiō,pairišhāuuanaiiō,0,[],"[{'id': 'Y1.10a', 'index': 12}]"
yōi,yōi,0,[],"[{'id': 'Y1.10a', 'index': 13}]"
həṇti,həṇti,0,[],"[{'id': 'Y1.10a', 'index': 14}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y1.10a', 'index': 15}]"
yat̰,yat̰,0,[],"[{'id': 'Y1.10a', 'index': 16}]"
vahištahe,vahištahe,0,[],"[{'id': 'Y1.10a', 'index': 17}]"
mazdā̊frasāsta,mazdōfrasāsta,2,"[{'type': 'replace', 'from': 'ā̊', 'to': 'ō', 'str': 'ō for ā̊', 'is_documented': False, 'description': None}]","[{'id': 'Y1.10a', 'index': 18}, {'id': 'Y1.10a', 'index': 19}]"
zaraϑuštrōfraōxta,zaraϑuštrōfraōxta,0,[],"[{'id': 'Y1.10a', 'index': 20}]"
ahuraēibiia,ahuraēibiia,0,[],"[{'id': 'Y1.11a', 'index': 0}]"
miϑraēibiia,miϑraēibiia,0,[],"[{'id': 'Y1.11a', 'index': 1}]"
aiϑiiecaŋhaēbiia,aiϑiiejaŋhaēibiia,2,"[{'type': 'replace', 'from': 'c', 'to': 'j', 'str': 'j for c', 'is_documented': False, 'description': None}, {'type': 'delete', 'from': 'i', 'str': 'i deleted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y1.11a', 'index': 7}]"
aṣ̌auuanaēibiia,aṣ̌auuanaēibiia,0,[],"[{'id': 'Y1.11a', 'index': 8}]"
stārąmca,stārąmca,0,[],"[{'id': 'Y1.11a', 'index': 9}]"
spəṇtōmaińiiauuanąm,spəṇtōmaińiiauuanąm,0,[],"[{'id': 'Y1.11a', 'index': 10}, {'id': 'Y1.11a', 'index': 11}]"
dāmanąm,dāmanąm,0,[],"[{'id': 'Y1.11a', 'index': 12}]"
tištriiheca,tištriieheca,1,"[{'type': 'delete', 'from': 'e', 'str': 'e deleted', 'is_documented': True, 'description': ""his is part of a broader phenomenon of short vowel loss in Iranian manuscripts, especially in later copies. This syncope is linked to the 'allegro' (fast) recitation style, particularly prevalent among Zoroastrian speakers in Yazd. In such contexts, unstressed short vowels, including e, are prone to elision, especially in the first syllables of polysyllabic words. While specific examples of e deletion are not singled out from the general rule, it falls under the documented tendency for short vowels to disappear.""}]","[{'id': 'Y1.11a', 'index': 13}]"
stārō,stārō,0,[],"[{'id': 'Y1.11a', 'index': 14}]"
raēuuatō,raēuuatō,0,[],"[{'id': 'Y1.11a', 'index': 15}, {'id': 'Y1.11a', 'index': 16}]"
xᵛarənaŋhatō,xᵛarənaŋᵛhatō,1,"[{'type': 'replace', 'from': 'ŋ', 'to': 'ŋᵛ', 'str': 'ŋᵛ for ŋ', 'is_documented': True, 'description': 'Labialized nasal ŋᵛ becomes ŋ or ŋh in both traditions.'}]","[{'id': 'Y1.11a', 'index': 17}]"
mā̊ŋhaheca,mā̊ŋhaheca,0,[],"[{'id': 'Y1.11a', 'index': 18}]"
gaōciϑrahe,gaōciϑrahe,0,[],"[{'id': 'Y1.11a', 'index': 19}, {'id': 'Y1.11a', 'index': 20}]"
huuarəca,huuarəca,0,[],"[{'id': 'Y1.11a', 'index': 21}]"
huuarəca,huuarəca,0,[],"[{'id': 'Y1.11a', 'index': 22}]"
xšaētahe,xšaētahe,0,[],"[{'id': 'Y1.11a', 'index': 23}]"
auruuat̰aspahe,auruuat̰aspahe,0,[],"[{'id': 'Y1.11a', 'index': 24}]"
dōiϑrahe,dōiϑrahe,0,[],"[{'id': 'Y1.11a', 'index': 25}, {'id': 'Y1.11a', 'index': 26}]"
ahurahe,ahurahe,0,[],"[{'id': 'Y1.11a', 'index': 27}]"
mazdā̊,mazdā̊,0,[],"[{'id': 'Y1.11a', 'index': 28}]"
miϑrahe,miϑrahe,0,[],"[{'id': 'Y1.11a', 'index': 29}]"
dax́iiunąm,dax́iiunąm,0,[],"[{'id': 'Y1.11a', 'index': 30}]"
daŋ́hupatōiš,daiŋ́hupatōiš,1,"[{'type': 'replace', 'from': 'a', 'to': 'ai', 'str': 'ai for a', 'is_documented': False, 'description': None}]","[{'id': 'Y1.11a', 'index': 31}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,[],"[{'id': 'Y1.11a', 'index': 32}, {'id': 'Y1.12b', 'index': 0}]"
haṇkāraiiemi,haṇkāraiiemi,0,[],"[{'id': 'Y1.12b', 'index': 1}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,[],"[{'id': 'Y1.12b', 'index': 2}, {'id': 'Y1.13a', 'index': 0}]"
haṇkāraiiemi,haṇkāraiiemi,0,[],"[{'id': 'Y1.13a', 'index': 1}]"
tauua,tauua,0,[],"[{'id': 'Y1.13a', 'index': 2}, {'id': 'Y1.13a', 'index': 3}]"
āϑrō,āϑrō,0,[],"[{'id': 'Y1.13a', 'index': 4}]"
ahurahe,ahurahe,0,[],"[{'id': 'Y1.13a', 'index': 5}]"
mazdā̊,mazdā̊,0,[],"[{'id': 'Y1.13a', 'index': 6}]"
puϑra,puϑra,0,[],"[{'id': 'Y1.13a', 'index': 7}]"
mat̰,mat̰,0,[],"[{'id': 'Y1.13a', 'index': 8}]"
vīspaēibiiō,vīspaēibiiō,0,[],"[{'id': 'Y1.13a', 'index': 9}, {'id': 'Y1.13a', 'index': 10}]"
ātərəbiiō,ātərəbiiō,0,[],"[{'id': 'Y1.13a', 'index': 11}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,[],"[{'id': 'Y1.13a', 'index': 12}, {'id': 'Y1.13b', 'index': 0}]"
haṇkāraiiemi,haṇkāraiiemi,0,[],"[{'id': 'Y1.13b', 'index': 1}, {'id': 'Y1.13b', 'index': 2}]"
aiβiiō,aiβiiō,0,[],"[{'id': 'Y1.13b', 'index': 3}]"
vaŋhaēibiiō,vaŋᵛhībiiō,2,"[{'type': 'replace', 'from': 'ŋ', 'to': 'ŋᵛ', 'str': 'ŋᵛ for ŋ', 'is_documented': True, 'description': 'Labialized nasal ŋᵛ becomes ŋ or ŋh in both traditions.'}, {'type': 'replace', 'from': 'aē', 'to': 'ī', 'str': 'ī for aē', 'is_documented': True, 'description': ""his represents an 'inverse spelling' where the diphthong aē appears in place of an etymologically expected ī (or an ū that has undergone the ū > ī shift). This feature is observed in later Iranian manuscripts, particularly those from the Zand period""}, {'type': 'insert', 'to': 'i', 'str': 'i inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y1.13b', 'index': 4}]"
vīspanąmca,vīspanąmca,0,[],"[{'id': 'Y1.13b', 'index': 5}, {'id': 'Y1.13b', 'index': 6}]"
apąm,apąm,0,[],"[{'id': 'Y1.13b', 'index': 7}]"
mazdaδātanąm,mazdaδātanąm,0,[],"[{'id': 'Y1.13b', 'index': 8}]"
vīspanąmca,vīspanąmca,0,[],"[{'id': 'Y1.13b', 'index': 9}, {'id': 'Y1.13b', 'index': 10}]"
uruuaranąm,uruuaranąm,0,[],"[{'id': 'Y1.13b', 'index': 11}]"
mazdaδātanam,mazdaδātanąm,1,"[{'type': 'replace', 'from': 'a', 'to': 'ą', 'str': 'ą for a', 'is_documented': False, 'description': None}]","[{'id': 'Y1.13b', 'index': 12}]"
mąϑrahe,mąϑrahe,0,[],"[{'id': 'Y1.13b', 'index': 13}, {'id': 'Y1.14a', 'index': 0}]"
spəṇtahe,spəṇtahe,0,[],"[{'id': 'Y1.14a', 'index': 1}]"
aṣ̌aōnō,aṣ̌aōnō,0,[],"[{'id': 'Y1.14a', 'index': 2}]"
vərəziiaŋhahe,vərəziiaŋᵛhahe,1,"[{'type': 'replace', 'from': 'ŋ', 'to': 'ŋᵛ', 'str': 'ŋᵛ for ŋ', 'is_documented': True, 'description': 'Labialized nasal ŋᵛ becomes ŋ or ŋh in both traditions.'}]","[{'id': 'Y1.14a', 'index': 3}, {'id': 'Y1.14a', 'index': 4}]"
dātahe,dātahe,0,[],"[{'id': 'Y1.14a', 'index': 5}]"
vīdaēuuahe,vīdaēuuahe,0,[],"[{'id': 'Y1.14a', 'index': 6}]"
dātahe,dātahe,0,[],"[{'id': 'Y1.14a', 'index': 7}]"
zaraϑuštrōiš,zaraϑuštrōiš,0,[],"[{'id': 'Y1.14a', 'index': 8}]"
darəγaiiā̊,darəγaiiā̊,0,[],"[{'id': 'Y1.14a', 'index': 9}]"
upaiianaiiā̊,upaiianaiiā̊,0,[],"[{'id': 'Y1.14a', 'index': 10}]"
daēnaiiā̊,daēnaiiā̊,0,[],"[{'id': 'Y1.14a', 'index': 11}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,[],"[{'id': 'Y1.14a', 'index': 12}]"
māzdaiiasnōiš,māzdaiiasnōiš,0,[],"[{'id': 'Y1.14a', 'index': 13}]"
garōiš,garōiš,0,[],"[{'id': 'Y1.14a', 'index': 14}, {'id': 'Y1.15a', 'index': 0}, {'id': 'Y1.15a', 'index': 1}]"
ušidarənahe,ušidarənahe,0,[],"[{'id': 'Y1.15a', 'index': 2}]"
mazdaδātahe,mazdaδātahe,0,[],"[{'id': 'Y1.15a', 'index': 3}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y1.15a', 'index': 4}]"
xᵛāϑrahe,xᵛāstrahe,2,"[{'type': 'replace', 'from': 'ϑ', 'to': 's', 'str': 's for ϑ', 'is_documented': True, 'description': ""In the Behdini recitation (Iranian tradition), the fricative ϑ is described as 'very infrequent' and often functions as a 'defective pronunciation' of s. This implies a phonological shift where s can be realised as ϑ. In Persian transcriptions of Avestan, ϑ is sometimes represented as s, particularly within the consonant cluster ϑr (e.g., srūštā for ϑraōštā). However, for general occurrences of ϑ, t is a more common replacement in Persian transcriptions than s.""}, {'type': 'delete', 'from': 't', 'str': 't deleted', 'is_documented': False, 'description': None}]","[{'id': 'Y1.15a', 'index': 5}]"
vīspaēšąmca,vīspaēšąmca,0,[],"[{'id': 'Y1.15a', 'index': 6}]"
gairiinąm,gairinąm,1,"[{'type': 'replace', 'from': 'ii', 'to': 'i', 'str': 'i for ii', 'is_documented': True, 'description': 'This is a very common feature in Indian manuscripts'}]","[{'id': 'Y1.15a', 'index': 7}]"
aṣ̌axᵛāϑranąm,aṣ̌axᵛāϑranąm,0,[],"[{'id': 'Y1.15a', 'index': 8}, {'id': 'Y1.15a', 'index': 9}]"
pouruxᵛāϑranąm,pouruxᵛāϑranąm,0,[],"[{'id': 'Y1.15a', 'index': 10}]"
mazdaδātanąm,mazdaδātanąm,0,[],"[{'id': 'Y1.15a', 'index': 11}]"
kāuuaiieheca,kāuuaiieheca,0,[],"[{'id': 'Y1.15a', 'index': 12}, {'id': 'Y1.15a', 'index': 13}]"
xᵛarənaŋhō,xᵛarənaŋhō,0,[],"[{'id': 'Y1.15a', 'index': 14}]"
mazdaδātahe,mazdaδātahe,0,[],"[{'id': 'Y1.15a', 'index': 15}]"
axᵛarətaheca,axᵛarətaheca,0,[],"[{'id': 'Y1.15a', 'index': 16}, {'id': 'Y1.15a', 'index': 17}]"
xᵛarənaŋᵛhō,xᵛarənaŋhō,1,"[{'type': 'replace', 'from': 'ŋᵛ', 'to': 'ŋ', 'str': 'ŋ for ŋᵛ', 'is_documented': False, 'description': None}]","[{'id': 'Y1.15a', 'index': 18}]"
mazdaδātahe,mazdaδātahe,0,[],"[{'id': 'Y1.15a', 'index': 19}]"
