transliterated,reference,distance,features,address
aibigāim,aibigāim,0,[],"[{'id': 'Y2.6a', 'index': 4}, {'id': 'Y2.6a', 'index': 5}]"
aṣ̌auuanəm,aṣ̌auuanəm,0,[],"[{'id': 'Y2.6a', 'index': 6}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y2.6a', 'index': 7}]"
ratīm,ratūm,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y2.6a', 'index': 8}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.6a', 'index': 9}, {'id': 'Y2.6a', 'index': 10}]"
yešti,yešti,0,[],"[{'id': 'Y2.6a', 'index': 11}]"
frādat̰vīspąmhujiiāitīm,frādat̰vīspąmhujiiāitīm,0,[],"[{'id': 'Y2.6a', 'index': 12}, {'id': 'Y2.6b', 'index': 0}, {'id': 'Y2.6b', 'index': 1}]"
zaraϑuštrōtəməm,zaraϑuštrōtəməmca,1,"[{'type': 'delete', 'from': 'c', 'str': 'c deleted', 'is_documented': False, 'description': None}, {'type': 'delete', 'from': 'a', 'str': 'a deleted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y2.6b', 'index': 2}]"
zaraϑuštrōtəməmca,zaraϑuštrōtəməmca,0,[],"[{'id': 'Y2.6b', 'index': 3}]"
zaraϑuštrōtəməm,zaraϑuštrōtəməmca,1,"[{'type': 'delete', 'from': 'c', 'str': 'c deleted', 'is_documented': False, 'description': None}, {'type': 'delete', 'from': 'a', 'str': 'a deleted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y2.6b', 'index': 4}]"
zaraϑuštrōtəməmca,zaraϑuštrōtəməmca,0,[],"[{'id': 'Y2.6b', 'index': 5}]"
aṣ̌auuanəm,aṣ̌auuanəm,0,[],"[{'id': 'Y2.6b', 'index': 6}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y2.6b', 'index': 7}, {'id': 'Y2.6b', 'index': 8}]"
ratīm,ratūm,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y2.6b', 'index': 9}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.6b', 'index': 10}]"
yešti,yešti,0,[],"[{'id': 'Y2.6b', 'index': 11}]"
barəsmanaēca,barəsmanaēca,0,[],"[{'id': 'Y2.6c', 'index': 1}]"
aṣ̌āunąm,aṣ̌āunąm,0,[],"[{'id': 'Y2.6c', 'index': 2}]"
vaŋhīš,vaŋᵛhīš,1,"[{'type': 'replace', 'from': 'ŋ', 'to': 'ŋᵛ', 'str': 'ŋᵛ for ŋ', 'is_documented': True, 'description': 'Labialized nasal ŋᵛ becomes ŋ or ŋh in both traditions.'}]","[{'id': 'Y2.6c', 'index': 3}, {'id': 'Y2.6c', 'index': 4}]"
sīrā̊,sūrā̊,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y2.6c', 'index': 5}]"
spəṇtā̊,spəṇtā̊,0,[],"[{'id': 'Y2.6c', 'index': 6}]"
frauuašaiiō,frauuašaiiō,0,[],"[{'id': 'Y2.6c', 'index': 7}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.6c', 'index': 8}]"
yešti,yešti,0,[],"[{'id': 'Y2.6c', 'index': 9}]"
γnā̊sca,γnā̊sca,0,[],"[{'id': 'Y2.6c', 'index': 10}]"
vīrōvąϑβā̊,vīrōvąϑβā̊,0,[],"[{'id': 'Y2.6c', 'index': 11}, {'id': 'Y2.6c', 'index': 12}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.6c', 'index': 13}]"
yešti,yešti,0,[],"[{'id': 'Y2.6c', 'index': 14}]"
yāiriiąmca,yāiriiąmca,0,[],"[{'id': 'Y2.6c', 'index': 15}, {'id': 'Y2.6c', 'index': 16}]"
hušitīm,hušitīm,0,[],"[{'id': 'Y2.6c', 'index': 17}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.6c', 'index': 18}]"
yešti,yešti,0,[],"[{'id': 'Y2.6c', 'index': 19}]"
aməmca,aməmca,0,[],"[{'id': 'Y2.6c', 'index': 20}]"
hutāštəm,hutāštəm,0,[],"[{'id': 'Y2.6c', 'index': 21}]"
huraōδəm,huraōδəm,0,[],"[{'id': 'Y2.6c', 'index': 22}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.6c', 'index': 23}]"
yešti,yešti,0,[],"[{'id': 'Y2.6c', 'index': 24}]"
vərəϑraγnəmca,vərəϑraγnəmca,0,[],"[{'id': 'Y2.6c', 'index': 25}]"
ahuraδātəmāiiese,ahuraδātəmāiiese,0,[],"[{'id': 'Y2.6c', 'index': 26}]"
yešti,yešti,0,[],"[{'id': 'Y2.6c', 'index': 27}]"
vaniṇtə̄mca,vanaiṇtīmca,3,"[{'type': 'replace', 'from': 'i', 'to': 'ai', 'str': 'ai for i', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'ə̄', 'to': 'ī', 'str': 'ī for ə̄', 'is_documented': False, 'description': None}]","[{'id': 'Y2.6c', 'index': 28}]"
uparatātəm,uparatātəm,0,[],"[{'id': 'Y2.6c', 'index': 29}, {'id': 'Y2.6c', 'index': 30}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.6c', 'index': 31}]"
yešti,yešti,0,[],"[{'id': 'Y2.6c', 'index': 32}]"
ahmiia,aɱiia,2,"[{'type': 'replace', 'from': 'h', 'to': 'ɱ', 'str': 'ɱ for h', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'm', 'str': 'm inserted', 'is_documented': True, 'description': 'm can be an inserted anaptyctic vowel as part of consonantal groups involving sonorants (m, n, r)'}]","[{'id': 'Y2.7a', 'index': 0}]"
zaōϑre,zaōϑre,0,[],"[{'id': 'Y2.7a', 'index': 1}]"
barəsmanaēca,barəsmanaēca,0,[],"[{'id': 'Y2.7a', 'index': 2}]"
ušahenəm,ušahinəm,1,"[{'type': 'replace', 'from': 'e', 'to': 'i', 'str': 'i for e', 'is_documented': True, 'description': 'common confusions among short palatal vowels (ə, e, i)'}]","[{'id': 'Y2.7a', 'index': 3}]"
aṣ̌auuanəm,aṣ̌auuanəm,0,[],"[{'id': 'Y2.7a', 'index': 4}, {'id': 'Y2.7a', 'index': 5}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y2.7a', 'index': 6}]"
ratīm,ratūm,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y2.7a', 'index': 7}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.7a', 'index': 8}]"
yešti,yešti,0,[],"[{'id': 'Y2.7a', 'index': 9}, {'id': 'Y2.7a', 'index': 10}]"
bərəjīm,bərəjīm,0,[],"[{'id': 'Y2.7a', 'index': 11}, {'id': 'Y2.7b', 'index': 0}]"
nmānīmca,nmānīmca,0,[],"[{'id': 'Y2.7b', 'index': 1}]"
aṣ̌auuanəm,aṣ̌auuanəm,0,[],"[{'id': 'Y2.7b', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y2.7b', 'index': 3}]"
ratīm,ratūm,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y2.7b', 'index': 4}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.7b', 'index': 5}]"
yešti,yešti,0,[],"[{'id': 'Y2.7b', 'index': 6}]"
ahmiia,aɱiia,1,"[{'type': 'replace', 'from': 'h', 'to': 'ɱ', 'str': 'ɱ for h', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'm', 'str': 'm inserted', 'is_documented': True, 'description': 'm can be an inserted anaptyctic vowel as part of consonantal groups involving sonorants (m, n, r)'}]","[{'id': 'Y2.7c', 'index': 0}]"
zaōϑre,zaōϑre,0,[],"[{'id': 'Y2.7c', 'index': 1}, {'id': 'Y2.7c', 'index': 2}]"
barəsmanaēca,barəsmanaēca,0,[],"[{'id': 'Y2.7c', 'index': 3}]"
sraōṣ̌əm,sraōšəm,1,"[{'type': 'replace', 'from': 'ṣ̌', 'to': 'š', 'str': 'š for ṣ̌', 'is_documented': False, 'description': None}]","[{'id': 'Y2.7c', 'index': 4}]"
aṣ̌īm,aṣ̌īm,0,[],"[{'id': 'Y2.7c', 'index': 5}, {'id': 'Y2.7c', 'index': 6}]"
huraōδəm,huraōδəm,0,[],"[{'id': 'Y2.7c', 'index': 7}]"
vərəϑrājanəm,vərəϑrājanəm,0,[],"[{'id': 'Y2.7c', 'index': 8}]"
frādat̰gaēϑəm,frādat̰gaēϑəm,0,[],"[{'id': 'Y2.7c', 'index': 9}, {'id': 'Y2.7c', 'index': 10}]"
aṣ̌auuanəm,aṣ̌auuanəm,0,[],"[{'id': 'Y2.7c', 'index': 11}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y2.7c', 'index': 12}]"
ratīm,ratūm,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y2.7c', 'index': 13}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.7c', 'index': 14}, {'id': 'Y2.7c', 'index': 15}]"
yešti,yešti,0,[],"[{'id': 'Y2.7c', 'index': 16}]"
rašnīm,rašnūm,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y2.7c', 'index': 17}]"
razištəm,razištəm,0,[],"[{'id': 'Y2.7c', 'index': 18}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.7c', 'index': 19}, {'id': 'Y2.7c', 'index': 20}]"
yešti,yešti,0,[],"[{'id': 'Y2.7c', 'index': 21}]"
arəštātəmca,arštātəmca,1,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y2.7c', 'index': 22}]"
frādat̰gaēϑąm,frādat̰gaēϑąm,0,[],"[{'id': 'Y2.7c', 'index': 23}, {'id': 'Y2.7c', 'index': 24}, {'id': 'Y2.7c', 'index': 25}]"
varədat̰gaēϑąm,varədat̰gaēϑąm,0,[],"[{'id': 'Y2.7c', 'index': 26}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.7c', 'index': 27}]"
yešti,yešti,0,[],"[{'id': 'Y2.7c', 'index': 28}, {'id': 'Y2.7c', 'index': 29}]"
ahmiia,aɱiia,2,"[{'type': 'replace', 'from': 'h', 'to': 'ɱ', 'str': 'ɱ for h', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'm', 'str': 'm inserted', 'is_documented': True, 'description': 'm can be an inserted anaptyctic vowel as part of consonantal groups involving sonorants (m, n, r)'}]","[{'id': 'Y2.8a', 'index': 0}]"
zaōϑre,zaōϑre,0,[],"[{'id': 'Y2.8a', 'index': 1}]"
barəsmanaēca,barəsmanaēca,0,[],"[{'id': 'Y2.8a', 'index': 2}]"
māhiia,māhiia,0,[],"[{'id': 'Y2.8a', 'index': 3}, {'id': 'Y2.8a', 'index': 4}]"
aṣ̌auuana,aṣ̌auuana,0,[],"[{'id': 'Y2.8a', 'index': 5}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y2.8a', 'index': 6}]"
ratauuō,ratauuō,0,[],"[{'id': 'Y2.8a', 'index': 7}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.8a', 'index': 8}]"
yešti,yešti,0,[],"[{'id': 'Y2.8a', 'index': 9}]"
aṇtarəmā̊ŋhəm,aṇtarəmā̊ŋhəm,2,[],"[{'id': 'Y2.8b', 'index': 0}]"
aṣ̌auuanəm,aṣ̌auuanəm,0,[],"[{'id': 'Y2.8b', 'index': 1}, {'id': 'Y2.8b', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y2.8b', 'index': 3}]"
ratīm,ratūm,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y2.8b', 'index': 4}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.8b', 'index': 5}]"
yešti,yešti,0,[],"[{'id': 'Y2.8b', 'index': 6}, {'id': 'Y2.8b', 'index': 7}]"
pərənōmā̊ŋhəm,pərənōmā̊ŋhəm,0,[],"[{'id': 'Y2.8b', 'index': 8}, {'id': 'Y2.8c', 'index': 0}]"
vīšaptatəm,vīšaptaϑəm,1,"[{'type': 'replace', 'from': 't', 'to': 'ϑ', 'str': 'ϑ for t', 'is_documented': True, 'description': 'Fricative ϑ replaced by t, common in Persian transcriptions.'}]","[{'id': 'Y2.8c', 'index': 1}]"
aṣ̌auuanəm,aṣ̌auuanəm,0,[],"[{'id': 'Y2.8c', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y2.8c', 'index': 3}]"
ratīm,ratūm,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y2.8c', 'index': 4}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.8c', 'index': 5}]"
yešti,yešti,0,[],"[{'id': 'Y2.8c', 'index': 6}]"
ahmiia,aɱiia,2,"[{'type': 'replace', 'from': 'h', 'to': 'ɱ', 'str': 'ɱ for h', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'm', 'str': 'm inserted', 'is_documented': True, 'description': 'm can be an inserted anaptyctic vowel as part of consonantal groups involving sonorants (m, n, r)'}]","[{'id': 'Y2.9a', 'index': 0}]"
zaōϑre,zaōϑre,0,[],"[{'id': 'Y2.9a', 'index': 1}]"
barəsmanaēca,barəsmanaēca,0,[],"[{'id': 'Y2.9a', 'index': 2}]"
yāiriia,yāiriia,0,[],"[{'id': 'Y2.9a', 'index': 2.5}]"
aṣ̌auuana,aṣ̌auuana,0,[],"[{'id': 'Y2.9a', 'index': 3}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y2.9a', 'index': 4}]"
ratauuō,ratauuō,0,[],"[{'id': 'Y2.9a', 'index': 5}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.9a', 'index': 6}]"
yešti,yešti,0,[],"[{'id': 'Y2.9a', 'index': 7}]"
maiδiiōizarəmaēm,maiδiiōizarəmaēm,0,[],"[{'id': 'Y2.9a', 'index': 8}, {'id': 'Y2.9b', 'index': 0}]"
aṣ̌auuanəm,aṣ̌auuanəm,0,[],"[{'id': 'Y2.9b', 'index': 1}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y2.9b', 'index': 2}]"
ratīm,ratūm,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y2.9b', 'index': 3}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.9b', 'index': 4}]"
yešti,yešti,0,[],"[{'id': 'Y2.9b', 'index': 5}]"
ahmiia,aɱiia,1,"[{'type': 'replace', 'from': 'h', 'to': 'ɱ', 'str': 'ɱ for h', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'm', 'str': 'm inserted', 'is_documented': True, 'description': 'm can be an inserted anaptyctic vowel as part of consonantal groups involving sonorants (m, n, r)'}]","[{'id': 'Y2.9c', 'index': 0}]"
zaōϑre,zaōϑre,0,[],"[{'id': 'Y2.9c', 'index': 1}]"
barəsmanaēca,barəsmanaēca,0,[],"[{'id': 'Y2.9c', 'index': 2}]"
maiδiiōišiməm,maiδiiōišəməm,1,"[{'type': 'replace', 'from': 'i', 'to': 'ə', 'str': 'ə for i', 'is_documented': False, 'description': None}]","[{'id': 'Y2.9c', 'index': 3}]"
aṣ̌auuanəm,aṣ̌auuanəm,0,[],"[{'id': 'Y2.9c', 'index': 4}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y2.9c', 'index': 5}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y2.9c', 'index': 6}]"
ratīm,ratūm,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y2.9c', 'index': 7}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.9c', 'index': 8}]"
yešti,yešti,0,[],"[{'id': 'Y2.9c', 'index': 9}]"
ahmiia,aɱiia,1,"[{'type': 'replace', 'from': 'h', 'to': 'ɱ', 'str': 'ɱ for h', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'm', 'str': 'm inserted', 'is_documented': True, 'description': 'm can be an inserted anaptyctic vowel as part of consonantal groups involving sonorants (m, n, r)'}]","[{'id': 'Y2.9d', 'index': 0}]"
zaōϑre,zaōϑre,0,[],"[{'id': 'Y2.9d', 'index': 1}, {'id': 'Y2.9d', 'index': 2}]"
barəsmanaēca,barəsmanaēca,0,[],"[{'id': 'Y2.9d', 'index': 3}]"
paitišhahīm,paitišhahīm,0,[],"[{'id': 'Y2.9d', 'index': 4}, {'id': 'Y2.9d', 'index': 5}]"
paitišahīm,paitišhahīm,1,"[{'type': 'delete', 'from': 'h', 'str': 'h deleted', 'is_documented': True, 'description': 'The loss of aspiration (h) is a significant orthographic and phonological feature influenced by modern recitation practices. In Indian manuscripts, this loss is widespread and can occur in various positions within a word. It is attributed to the influence of Gujarati, where h is often pronounced softly or omitted, particularly in medial position'}]","[{'id': 'Y2.9d', 'index': 6}, {'id': 'Y2.9d', 'index': 7}]"
paitišhahīm,paitišhahīm,0,[],"[{'id': 'Y2.9d', 'index': 8}]"
paitišahīm,paitišhahīm,1,"[{'type': 'delete', 'from': 'h', 'str': 'h deleted', 'is_documented': True, 'description': 'The loss of aspiration (h) is a significant orthographic and phonological feature influenced by modern recitation practices. In Indian manuscripts, this loss is widespread and can occur in various positions within a word. It is attributed to the influence of Gujarati, where h is often pronounced softly or omitted, particularly in medial position'}]","[{'id': 'Y2.9d', 'index': 9}]"
aṣ̌auuanəm,aṣ̌auuanəm,0,[],"[{'id': 'Y2.9d', 'index': 10}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y2.9d', 'index': 11}]"
ratīm,ratūm,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y2.9d', 'index': 12}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.9d', 'index': 13}]"
yešti,yešti,0,[],"[{'id': 'Y2.9d', 'index': 14}]"
ahmiia,aɱiia,1,"[{'type': 'replace', 'from': 'h', 'to': 'ɱ', 'str': 'ɱ for h', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'm', 'str': 'm inserted', 'is_documented': True, 'description': 'm can be an inserted anaptyctic vowel as part of consonantal groups involving sonorants (m, n, r)'}]","[{'id': 'Y2.9e', 'index': 0}]"
zaōϑre,zaōϑre,0,[],"[{'id': 'Y2.9e', 'index': 1}]"
barəsmanaēca,barəsmanaēca,0,[],"[{'id': 'Y2.9e', 'index': 2}]"
aiiāϑrəməm,aiiāϑriməm,1,"[{'type': 'replace', 'from': 'ə', 'to': 'i', 'str': 'i for ə', 'is_documented': True, 'description': 'ə used for i, especially in Iranian manuscripts.'}]","[{'id': 'Y2.9e', 'index': 3}]"
fraōuruuīštrəməm,fraōuruuaēštriməm,3,"[{'type': 'replace', 'from': 'ī', 'to': 'aē', 'str': 'aē for ī', 'is_documented': True, 'description': 'Monophthongizations of aē into ī are relatively frequent in Iranian manuscripts and increase over time'}, {'type': 'replace', 'from': 'ə', 'to': 'i', 'str': 'i for ə', 'is_documented': True, 'description': 'ə used for i, especially in Iranian manuscripts.'}]","[{'id': 'Y2.9e', 'index': 4}]"
varəšne,varšni,2,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}, {'type': 'replace', 'from': 'e', 'to': 'i', 'str': 'i for e', 'is_documented': True, 'description': 'common confusions among short palatal vowels (ə, e, i)'}]","[{'id': 'Y2.9e', 'index': 5}]"
harəštəməm,harštəm,2,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}, {'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}, {'type': 'insert', 'to': 'm', 'str': 'm inserted', 'is_documented': True, 'description': 'm can be an inserted anaptyctic vowel as part of consonantal groups involving sonorants (m, n, r)'}]","[{'id': 'Y2.9e', 'index': 6}]"
aṣ̌auuanəm,aṣ̌auuanəm,0,[],"[{'id': 'Y2.9e', 'index': 7}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y2.9e', 'index': 8}]"
ratīm,ratūm,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y2.9e', 'index': 9}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.9e', 'index': 10}]"
yešti,yešti,0,[],"[{'id': 'Y2.9e', 'index': 11}]"
ahmiia,aɱiia,1,"[{'type': 'replace', 'from': 'h', 'to': 'ɱ', 'str': 'ɱ for h', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'm', 'str': 'm inserted', 'is_documented': True, 'description': 'm can be an inserted anaptyctic vowel as part of consonantal groups involving sonorants (m, n, r)'}]","[{'id': 'Y2.9f', 'index': 0}]"
zaōϑre,zaōϑre,0,[],"[{'id': 'Y2.9f', 'index': 1}]"
barəsmanaēca,barəsmanaēca,0,[],"[{'id': 'Y2.9f', 'index': 2}, {'id': 'Y2.9f', 'index': 3}]"
maiδiiāirīm,maiδiiāirīm,0,[],"[{'id': 'Y2.9f', 'index': 4}]"
aṣ̌auuanəm,aṣ̌auuanəm,0,[],"[{'id': 'Y2.9f', 'index': 5}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y2.9f', 'index': 6}, {'id': 'Y2.9f', 'index': 7}]"
ratīm,ratūm,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y2.9f', 'index': 8}]"
āiiese,āiiese,0,[],"[{'id': 'Y2.9f', 'index': 9}]"
yešti,yešti,0,[],"[{'id': 'Y2.9f', 'index': 10}]"
ahmiia,aɱiia,1,"[{'type': 'replace', 'from': 'h', 'to': 'ɱ', 'str': 'ɱ for h', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'm', 'str': 'm inserted', 'is_documented': True, 'description': 'm can be an inserted anaptyctic vowel as part of consonantal groups involving sonorants (m, n, r)'}]","[{'id': 'Y2.9g', 'index': 0}]"
zaōϑre,zaōϑre,0,[],"[{'id': 'Y2.9g', 'index': 1}]"
barəsmanaēca,barəsmanaēca,0,[],"[{'id': 'Y2.9g', 'index': 2}]"
